CONTRACT_ID,Organization Type,Contract Name,Organization Marketing Name,Parent Organization,Rating,Year,Contract_Type
H2001,Local CCP,"SIERRA HEALTH AND LIFE INSURANCE COMPANY, INC.",UnitedHealthcare,"UnitedHealth Group, Inc.",4.5,2016,MA PD
H2012,Local CCP,"HUMANA HEALTH PLAN, INC.","Humana Health Plan, Inc.",Humana Inc.,4,2016,MA PD
H2029,Local CCP,"HUMANA INSURANCE OF PUERTO RICO, INC.","Humana Insurance of Puerto Rico, Inc.",Humana Inc.,3.5,2016,MA PD
H2108,Local CCP,"BRAVO HEALTH MID-ATLANTIC, INC.",Cigna-HealthSpring,CIGNA,3,2016,MA PD
H2150,1876 Cost,KAISER FNDN HP OF THE MID-ATLANTIC STS,Kaiser Permanente,"Kaiser Foundation Health Plan, Inc.",5,2016,MA PD
H2165,Local CCP,"HEALTHSPRING LIFE & HEALTH INSURANCE COMPANY, INC.",Cigna-HealthSpring,CIGNA,3.5,2016,MA PD
H2174,Local CCP,TRILLIUM COMMUNITY HEALTH PLAN,Trillium Advantage,"Agate Resources,  Inc.",3,2016,MA PD
H2224,Local CCP,"SENIOR WHOLE HEALTH, LLC",Senior Whole Health,"SWH Holdings, Inc.",4,2016,MA PD
H2225,Local CCP,"COMMONWEALTH CARE ALLIANCE, INC.","Commonwealth Care Alliance, Inc.","Commonwealth Care Alliance, Inc.",4,2016,MA PD
H2226,Local CCP,UNITEDHEALTHCARE INSURANCE COMPANY,UnitedHealthcare Community Plan,"UnitedHealth Group, Inc.",4.5,2016,MA PD
H2228,Local CCP,UNITEDHEALTHCARE INSURANCE COMPANY,UnitedHealthcare,"UnitedHealth Group, Inc.",4.5,2016,MA PD
H2230,Local CCP,"BCBS  OF MASSACHUSETTS HMO BLUE, INC.",Blue Cross Blue Shield of Massachusetts,"Blue Cross and Blue Shield of Massachusetts, Inc.",4.5,2016,MA PD
H2237,Local CCP,"INDEPENDENT CARE HEALTH PLAN, INC.",iCare,Independent Care Health Plan Inc.,3.5,2016,MA PD
H2241,Local CCP,GOLDEN STATE MEDICARE HEALTH PLAN,Golden State Medicare Health Plan,Golden State Medicare Health Plan,3,2016,MA PD
H2256,Local CCP,TUFTS ASSOCIATED HEALTH MAINTENANCE ORGANIZATION,Tufts Health Plan or Tufts Medicare Preferred,"Tufts Associated HMO, Inc.",5,2016,MA PD
H2261,Local CCP,"BCBS  OF MASSACHUSETTS HMO BLUE, INC.",Blue Cross Blue Shield of Massachusetts,"Blue Cross and Blue Shield of Massachusetts, Inc.",4.5,2016,MA PD
H2312,Local CCP,HEALTH ALLIANCE PLAN OF MICHIGAN,HAP Senior Plus,Henry Ford Health System,4,2016,MA PD
H2320,Local CCP,PRIORITY HEALTH,Priority Health Medicare,Spectrum Health System,4.5,2016,MA PD
H2322,Local CCP,ALLIANCE HEALTH AND LIFE INSURANCE COMPANY,Alliance Medicare PPO,Henry Ford Health System,3.5,2016,MA PD
H2354,Local CCP,HEALTHPLUS OF MICHIGAN,HealthPlus of Michigan,HealthPlus of Michigan,4.5,2016,MA PD
H2406,Local CCP,"SIERRA HEALTH AND LIFE INSURANCE COMPANY, INC.",UnitedHealthcare,"UnitedHealth Group, Inc.",4,2016,MA PD
H2416,Local CCP,PRIMEWEST CTRL COUNTY-BASED PURCHASING INITIATIVE,PrimeWest Health,PrimeWest Central County-Based Purchasing Initiati,4,2016,MA PD
H2419,Local CCP,SOUTH COUNTRY HEALTH ALLIANCE,South Country Health Alliance,South Country Health Alliance,4.5,2016,MA PD
H2422,Local CCP,"HEALTHPARTNERS, INC.",HealthPartners,"HealthPartners, Inc.",4.5,2016,MA PD
H2425,Local CCP,BLUE PLUS,Blue Plus,Blue Cross and Blue Shield of Minnesota,4,2016,MA PD
H2450,1876 Cost,MEDICA INSURANCE COMPANY,Medica Insurance Company,Medica Holding Company,4,2016,MA PD
H2456,Local CCP,UCARE MINNESOTA,UCare's MSHO,UCare Minnesota,3.5,2016,MA PD
H2458,Local CCP,MEDICA HEALTH PLANS,Medica Health Plans,Medica Holding Company,4,2016,MA PD
H2459,Local CCP,UCARE MINNESOTA,UCare,UCare Minnesota,4.5,2016,MA PD
H2462,1876 Cost,"GROUP HEALTH PLAN, INC. (MN)",HealthPartners,"HealthPartners, Inc.",5,2016,MA PD
H2486,Local CCP,"HUMANA MEDICAL PLAN OF UTAH, INC.","Humana Medical Plan of Utah, Inc.",Humana Inc.,3.5,2016,MA PD
H2491,Local CCP,"WELLCARE HEALTH INSURANCE OF ARIZONA, INC.",'Ohana Health Plan,"WellCare Health Plans, Inc.",3,2016,MA PD
H2593,Local CCP,"CAREMORE HEALTH PLAN OF ARIZONA, INC.","CareMore Health Plan of Arizona, Inc.",Anthem Inc.,3.5,2016,MA PD
H2610,Local CCP,"ESSENCE HEALTHCARE, INC.",Essence Healthcare,Essence Group Holdings Corporation,5,2016,MA PD
H2649,Local CCP,"HUMANA HEALTH PLAN, INC.","Humana Health Plan, Inc.",Humana Inc.,4,2016,MA PD
H2654,Local CCP,"UNITEDHEALTHCARE OF THE MIDWEST, INC.",UnitedHealthcare,"UnitedHealth Group, Inc.",3.5,2016,MA PD
H2663,Local CCP,"COVENTRY HEALTH CARE OF MISSOURI, INC","Coventry Health Care of Missouri, Inc.",Aetna Inc.,4,2016,MA PD
H2667,Local CCP,"COVENTRY HEALTH CARE OF MISSOURI, INC",Coventry Health Care,Aetna Inc.,4,2016,MA PD
H2672,Local CCP,"COVENTRY HEALTH CARE OF KANSAS, INC.",Coventry Health Care,Aetna Inc.,3.5,2016,MA PD
H2701,Local CCP,NEW WEST HEALTH SERVICES,New West Health Services,New West Health Services,3.5,2016,MA PD
H2775,Local CCP,AMERICAN PROGRESSIVE LIFE & HLTH INS COMPANY OF NY,Universal American Corp.,Universal American Corp.,4,2016,MA PD
H2802,Local CCP,"UNITEDHEALTHCARE OF THE MIDLANDS, INC.",UnitedHealthcare,"UnitedHealth Group, Inc.",4.5,2016,MA PD
H2816,PFFS,AMERICAN PROGRESSIVE LIFE & HLTH INS COMPANY OF NY,Universal American Corp.,Universal American Corp.,4,2016,MA PD
H2836,Local CCP,"ANTHEM HEALTH PLANS, INC.",Anthem Blue Cross and Blue Shield,Anthem Inc.,3.5,2016,MA PD
H2905,Local CCP,"SIERRA HEALTH AND LIFE INSURANCE COMPANY, INC.","Sierra Health and Life Insurance Company, Inc.","UnitedHealth Group, Inc.",3,2016,MA PD
H2906,Local CCP,"HOMETOWN HEALTH PLAN, INC.",Senior Care Plus,Renown Health,4,2016,MA PD
H2931,Local CCP,"HEALTH PLAN OF NEVADA, INC.","Health Plan of Nevada, Inc.","UnitedHealth Group, Inc.",4,2016,MA PD
H2944,PFFS,HUMANA INSURANCE COMPANY,Humana Insurance Company,Humana Inc.,3.5,2016,MA PD
H2949,Local CCP,"HUMANA HEALTH PLAN, INC.","Humana Health Plan, Inc.",Humana Inc.,4,2016,MA PD
H2960,Local CCP,"HOMETOWN HEALTH PLAN, INC.",Senior Care Plus,Renown Health,4,2016,MA PD
H2962,Local CCP,"ULTIMATE HEALTH PLANS, INC.",Ultimate Health Plans,"ULTIMATE HEALTH PLAN, INC.",3.5,2016,MA PD
H3054,Local CCP,"CONSTELLATION HEALTH, LLC.",Constellation Health,"Constellation Health, LLC.",2.5,2016,MA PD
H3107,Local CCP,"OXFORD HEALTH PLANS (NJ), INC.",UnitedHealthcare,"UnitedHealth Group, Inc.",3.5,2016,MA PD
H3132,Local CCP,"AHF MCO OF FLORIDA, INC.",AHF,AIDS Healthcare Foundation,4.5,2016,MA PD
H3152,Local CCP,"AETNA HEALTH, INC. (NJ)",Aetna Medicare,Aetna Inc.,3.5,2016,MA PD
H3154,Local CCP,"HORIZON HEALTHCARE OF NEW JERSEY, INC.",Horizon Blue Cross Blue Shield of New Jersey,"Horizon Healthcare Services, Inc.",3.5,2016,MA PD
H3156,Local CCP,"AMERIHEALTH HMO, INC.",AmeriHealth 65 Preferred HMO,"Independence Health Group, Inc.",3,2016,MA PD
H3204,Local CCP,PRESBYTERIAN HEALTH PLAN,Presbyterian Senior Care (HMO),Presbyterian Healthcare Services,4.5,2016,MA PD
H3206,Local CCP,"PRESBYTERIAN INSURANCE COMPANY, INC.",Presbyterian MediCare PPO,Presbyterian Healthcare Services,3.5,2016,MA PD
H3240,Local CCP,"AMERIGROUP NEW JERSEY, INC.",Amerigroup Community Care,Anthem Inc.,3.5,2016,MA PD
H3251,Local CCP,HEALTH CARE SERVICE CORPORATION,Lovelace Medicare Plan,Health Care Service Corporation,3,2016,MA PD
H3259,Local CCP,VOLUNTEER STATE HEALTH PLAN,BlueCare Plus Tennessee,BlueCross BlueShield of Tennessee,3,2016,MA PD
H3305,Local CCP,"MVP HEALTH PLAN, INC.",MVP HEALTH CARE,"MVP Health Care, Inc.",4.5,2016,MA PD
H3307,Local CCP,"OXFORD HEALTH PLANS (NY), INC.",UnitedHealthcare,"UnitedHealth Group, Inc.",3.5,2016,MA PD
H3312,Local CCP,"AETNA HEALTH, INC. (NY)",Aetna Medicare,Aetna Inc.,3.5,2016,MA PD
H3327,Local CCP,"TOUCHSTONE HEALTH HMO, INC.",Touchstone Health,"Touchstone Health Partnership, Inc",2.5,2016,MA PD
H3328,Local CCP,"THE NEW YORK STATE CATHOLIC HEALTH PLAN, INC.",Fidelis Care,"The New York State Catholic Health Plan, Inc.",4,2016,MA PD
H3330,Local CCP,HEALTH INSURANCE PLAN OF GREATER NEW YORK,EmblemHealth Medicare HMO,"EmblemHealth, Inc.",3,2016,MA PD
H3335,Local CCP,"EXCELLUS HEALTH PLAN, INC.","Excellus Health Plan, Inc","Lifetime Healthcare, Inc.",4,2016,MA PD
H3337,Local CCP,"LIBERTY HEALTH ADVANTAGE, INC.",Liberty Health Advantage,"Liberty Health Advantage, Inc.",3,2016,MA PD
H3342,Local CCP,"EMPIRE HEALTHCHOICE ASSURANCE, INC.",Empire BlueCross BlueShield,Anthem Inc.,3,2016,MA PD
H3344,Local CCP,INDEPENDENT HEALTH BENEFITS CORPORATION,Independent Health,"Independent Health Association, Inc.",4.5,2016,MA PD
H3347,Local CCP,"ELDERPLAN, INC.",Elderplan,"Elderplan, Inc.",3,2016,MA PD
H3351,Local CCP,"EXCELLUS HEALTH PLAN, INC.","Excellus Health Plan, Inc","Lifetime Healthcare, Inc.",4,2016,MA PD
H3359,Local CCP,"MANAGED HEALTH, INC.",Healthfirst Medicare Plan,"Healthfirst, Inc.",4,2016,MA PD
H3361,Local CCP,"WELLCARE OF NEW YORK, INC.",WellCare,"WellCare Health Plans, Inc.",3,2016,MA PD
H3362,Local CCP,"INDEPENDENT HEALTH ASSOCIATION, INC.",Independent Health,"Independent Health Association, Inc.",4.5,2016,MA PD
H3370,Local CCP,"EMPIRE HEALTHCHOICE HMO, INC.",Empire BlueCross BlueShield,Anthem Inc.,3.5,2016,MA PD
H3379,Local CCP,"UNITEDHEALTHCARE OF NEW YORK, INC.",UnitedHealthcare,"UnitedHealth Group, Inc.",3.5,2016,MA PD
H3384,Local CCP,HEALTHNOW NEW YORK INC.,BCBS of WNY/BS of NENY/HealthNow New York Inc.,HealthNow New York Inc.,4,2016,MA PD
H3387,Local CCP,"UNITEDHEALTHCARE OF NEW YORK, INC.",UnitedHealthcare Community Plan,"UnitedHealth Group, Inc.",3.5,2016,MA PD
H3388,Local CCP,"CAPITAL DISTRICT PHYSICIANS' HEALTH PLAN, INC.",CDPHP Medicare Choices,"Capital District Physicians' Health Plan, Inc.",4.5,2016,MA PD
H3404,Local CCP,BLUE CROSS AND BLUE SHIELD OF NORTH CAROLINA,Blue Cross and Blue Shield of North Carolina,Blue Cross and Blue Shield of North Carolina,3.5,2016,MA PD
H3421,PFFS,"AMERICA'S 1ST CHOICE HEALTH PLANS, INC.","America's 1st Choice Health Plans, Inc.","America's 1st Choice Holdings of S.C., LLC",3.5,2016,MA PD
H3447,Local CCP,"HEALTHKEEPERS, INC.",Anthem HealthKeepers,Anthem Inc.,4.5,2016,MA PD
H3449,Local CCP,BLUE CROSS AND BLUE SHIELD OF NORTH CAROLINA,Blue Cross and Blue Shield of North Carolina,Blue Cross and Blue Shield of North Carolina,3.5,2016,MA PD
H3471,Local CCP,"HEALTH ALLIANCE NORTHWEST HEALTH PLAN, INC.",Health Alliance Medicare,The Carle Foundation,4.5,2016,MA PD
H3528,Local CCP,"CONNECTICARE, INC.","ConnectiCare, Inc.","EmblemHealth, Inc.",4,2016,MA PD
H3533,Local CCP,"HUMANA HEALTH COMPANY OF NEW YORK, INC.","Humana Health Company of New York, Inc.",Humana Inc.,3,2016,MA PD
H3597,Local CCP,"AETNA HEALTH, INC. (ME)",Aetna Medicare,Aetna Inc.,4.5,2016,MA PD
H3653,Local CCP,"PARAMOUNT CARE, INC.",Paramount Elite,Promedica Health System,4,2016,MA PD
H3655,Local CCP,COMMUNITY INSURANCE COMPANY,Anthem Blue Cross and Blue Shield,Anthem Inc.,3.5,2016,MA PD
H3660,Local CCP,SUMMACARE INC.,SummaCare Medicare Advantage Plans,Summa Health System,3.5,2016,MA PD
H3664,Local CCP,AULTCARE HEALTH INSURING CORPORATION,PrimeTime Health Plan,Aultman Health Foundation,4.5,2016,MA PD
H3668,Local CCP,"MOUNT CARMEL HEALTH PLAN, INC.",MediGold,Trinity Health,4.5,2016,MA PD
H3672,Local CCP,HEALTH PLAN OF THE UPPER OHIO VALLEY,The Health Plan,Health Plan of the Upper Ohio Valley,3.5,2016,MA PD
H3706,Local CCP,"GENERATIONS HEALTHCARE, INC.",Generations Healthcare,"Kinderhook Capital Fund III, L.P.",3.5,2016,MA PD
H3749,Local CCP,"UNITEDHEALTHCARE OF OKLAHOMA, INC.",UnitedHealthcare,"UnitedHealth Group, Inc.",3.5,2016,MA PD
H3755,Local CCP,"COMMUNITY CARE HMO, INC",CommunityCare Senior Health Plan (HMO),"CommunityCare Managed Healthcare Plans of OK, Inc.",4,2016,MA PD
H3805,Local CCP,"UNITEDHEALTHCARE OF OREGON, INC.",UnitedHealthcare,"UnitedHealth Group, Inc.",4,2016,MA PD
H3810,Local CCP,"ALLCARE HEALTH PLAN, INC.",AllCare Advantage,"MidRogue AllCare Health Assurance, Inc.",4,2016,MA PD
H3811,Local CCP,"SAMARITAN HEALTH PLANS, INC.",Samaritan Advantage Health Plan,Samaritan Health Services,3.5,2016,MA PD
H3813,Local CCP,"MODA HEALTH PLAN, INC.","Moda Health Plan, Inc.","Moda, Inc.",3.5,2016,MA PD
H3814,Local CCP,ATRIO HEALTH PLANS,ATRIO Health Plans,ATRIO Health Plans,3.5,2016,MA PD
H3815,Local CCP,ALIGNMENT HEALTH PLAN,Alignment Health Plan,"Alignment Healthcare USA, LLC",3,2016,MA PD
H3817,Local CCP,REGENCE BLUECROSS BLUESHIELD OF OREGON,Regence BlueCross BlueShield of Oregon,"Cambia Health Solutions, Inc.",4.5,2016,MA PD
H3818,Local CCP,"FAMILYCARE HEALTH PLANS, INC.","FamilyCare Health Plans, Inc.",FamilyCare Incorporated,3.5,2016,MA PD
H3822,Local CCP,HEALTH CARE SERVICE CORPORATION,"Blue Cross Blue Shield of IL, MT, NM",Health Care Service Corporation,3,2016,MA PD
H3832,Local CCP,HAWAII MEDICAL SERVICE ASSOCIATION,Akamai Advantage by HMSA,Hawaii Medical Service Association,4,2016,MA PD
H3864,Local CCP,PACIFICSOURCE COMMUNITY HEALTH PLANS,PacificSource Medicare,PacificSource Health Plans,3.5,2016,MA PD
H3907,Local CCP,"UPMC HEALTH PLAN, INC.",UPMC Health Plan,UPMC Health System,4.5,2016,MA PD
H3909,Local CCP,QCC INSURANCE COMPANY,Personal Choice 65 PPO,"Independence Health Group, Inc.",4,2016,MA PD
H3916,Local CCP,HIGHMARK SENIOR HEALTH COMPANY,Highmark Senior Health Company,Highmark Health,4.5,2016,MA PD
H3923,Local CCP,CAPITAL ADVANTAGE INSURANCE COMPANY,Capital Advantage Insurance Company,Capital BlueCross,3.5,2016,MA PD
H3924,Local CCP,GEISINGER INDEMNITY INSURANCE COMPANY,Geisinger Gold,Geisinger Health System,4,2016,MA PD
H3931,Local CCP,"AETNA HEALTH, INC, (PA)",Aetna Medicare,Aetna Inc.,4,2016,MA PD
H3949,Local CCP,"BRAVO HEALTH PENNSYLVANIA, INC.",Cigna-HealthSpring,CIGNA,3.5,2016,MA PD
H3952,Local CCP,"KEYSTONE HEALTH PLAN EAST, INC.",Keystone 65 HMO,"Independence Health Group, Inc.",4.5,2016,MA PD
H3954,Local CCP,GEISINGER HEALTH PLAN,Geisinger Gold,Geisinger Health System,4.5,2016,MA PD
H3957,Local CCP,"KEYSTONE HEALTH PLAN WEST, INC.",Highmark Choice Company,Highmark Health,4.5,2016,MA PD
H3959,Local CCP,"HEALTHAMERICA PENNSYLVANIA, INC.",HealthAmerica,Aetna Inc.,4,2016,MA PD
H3962,Local CCP,"KEYSTONE HEALTH PLAN CENTRAL, INC.","Keystone Health Plan Central, Inc.",Capital BlueCross,4,2016,MA PD
H4003,Local CCP,"MMM HEALTHCARE, LLC.",Medicare y Mucho Mßs,InnovaCare Inc.,4,2016,MA PD
H4004,Local CCP,"PMC MEDICARE CHOICE, LLC",PMC Medicare Choice,InnovaCare Inc.,4,2016,MA PD
H4005,Local CCP,"TRIPLE-S ADVANTAGE, INC.",Triple-S Advantage,Triple-S Management Corporation,3.5,2016,MA PD
H4007,Local CCP,"HUMANA HEALTH PLANS OF PUERTO RICO, INC.","HUMANA HEALTH PLANS OF PUERTO RICO, INC.",Humana Inc.,3.5,2016,MA PD
H4011,Local CCP,"MMM HEALTHCARE, LLC.",First +Plus,InnovaCare Inc.,3,2016,MA PD
H4036,Local CCP,"ANTHEM INSURANCE COMPANIES, INC.",Anthem Blue Cross and Blue Shield,Anthem Inc.,4,2016,MA PD
H4141,Local CCP,"HUMANA EMPLOYERS HEALTH PLAN OF GEORGIA, INC.","Humana Employers Health Plan of Georgia, Inc.",Humana Inc.,3.5,2016,MA PD
H4152,Local CCP,BLUE CROSS & BLUE SHIELD OF RHODE ISLAND,Blue Cross & Blue Shield of Rhode Island,Blue Cross & Blue Shield of Rhode Island,4,2016,MA PD
H4213,PFFS,USABLE MUTUAL INSURANCE COMPANY,ARKANSAS BLUE CROSS AND BLUE SHIELD,USAble Mutual Insurance Company,3,2016,MA PD
H4227,Local CCP,"VISTA HEALTH PLAN, INC.","Vista Health Plan, Inc.","Independence Health Group, Inc.",2.5,2016,MA PD
H4279,Local CCP,"UPMC FOR YOU, INC",UPMC for You,UPMC Health System,4,2016,MA PD
H4346,Local CCP,CAREMORE HEALTH PLAN OF NEVADA,CareMore Health Plan of Nevada,Anthem Inc.,3.5,2016,MA PD
H4407,Local CCP,"HEALTHSPRING OF TENNESSEE, INC.",Cigna-HealthSpring,CIGNA,4,2016,MA PD
H4454,Local CCP,"HEALTHSPRING OF TENNESSEE, INC.",Cigna-HealthSpring,CIGNA,4.5,2016,MA PD
H4461,Local CCP,CARITEN HEALTH PLAN INC.,Cariten Health Plan Inc.,Humana Inc.,4.5,2016,MA PD
H4506,Local CCP,"SELECTCARE OF TEXAS, INC.",Universal American Corp.,Universal American Corp.,4,2016,MA PD
H4513,Local CCP,"HEALTHSPRING LIFE & HEALTH INSURANCE COMPANY, INC.",Cigna-HealthSpring,CIGNA,4,2016,MA PD
H4514,Local CCP,"UNITEDHEALTHCARE COMMUNITY PLAN OF TEXAS, LLC",UnitedHealthcare,"UnitedHealth Group, Inc.",3,2016,MA PD
H4523,Local CCP,"AETNA HEALTH, INC. (TX)",Aetna Medicare,Aetna Inc.,3,2016,MA PD
H4525,Local CCP,"SHA, L.L.C",FirstCare Advantage,Covenant Health - Hendrick Medical Center,3.5,2016,MA PD
H4527,Local CCP,PHYSICIANS HEALTH CHOICE OF TEXAS LLC,PHYSICIANS HEALTH CHOICE,"UnitedHealth Group, Inc.",4,2016,MA PD
H4528,Local CCP,"HEALTHSPRING LIFE & HEALTH INSURANCE COMPANY, INC.",Cigna-HealthSpring,CIGNA,3,2016,MA PD
H4564,1876 Cost,SCOTT AND WHITE HEALTH PLAN,Scott and White Health Plan SeniorCare,Baylor Scott & White Holdings,4,2016,MA PD
H4590,Local CCP,"UNITEDHEALTHCARE BENEFITS OF TEXAS, INC.",UnitedHealthcare,"UnitedHealth Group, Inc.",4,2016,MA PD
H4604,Local CCP,"UNITEDHEALTHCARE OF UTAH, INC.",UnitedHealthcare,"UnitedHealth Group, Inc.",4.5,2016,MA PD
H4605,Local CCP,REGENCE BLUECROSS BLUESHIELD OF UTAH,Regence BlueCross BlueShield of Utah,"Cambia Health Solutions, Inc.",4.5,2016,MA PD
H4754,Local CCP,PACIFICSOURCE COMMUNITY HEALTH PLANS,PacificSource Medicare,PacificSource Health Plans,3.5,2016,MA PD
H4866,Local CCP,CUATRO LLC,Access Medicare,Cuatro LLC.,2.5,2016,MA PD
H4875,Local CCP,PRIORITY HEALTH,Priority Health Medicare,Spectrum Health System,4,2016,MA PD
H4909,Local CCP,"ANTHEM HEALTH PLANS OF VIRGINIA, INC.",Anthem Blue Cross and Blue Shield,Anthem Inc.,4,2016,MA PD
H5008,Local CCP,UNITEDHEALTHCARE INSURANCE COMPANY,UnitedHealthcare,"UnitedHealth Group, Inc.",3.5,2016,MA PD
H5009,Local CCP,REGENCE BLUESHIELD,Regence BlueShield,"Cambia Health Solutions, Inc.",4,2016,MA PD
H5010,Local CCP,ASURIS NORTHWEST HEALTH,Asuris Northwest Health,"Cambia Health Solutions, Inc.",4.5,2016,MA PD
H5042,Local CCP,"CDPHP UNIVERSAL BENEFITS, INC.",CDPHP Medicare Choices,"Capital District Physicians' Health Plan, Inc.",4.5,2016,MA PD
H5050,Local CCP,GROUP HEALTH COOPERATIVE,Group Health Cooperative,Group Health Cooperative,4.5,2016,MA PD
H5087,Local CCP,EASY CHOICE HEALTH PLAN INC.,Easy Choice Health Plan,"WellCare Health Plans, Inc.",3.5,2016,MA PD
H5106,Local CCP,HIGHMARK SENIOR SOLUTIONS COMPANY,Highmark Senior Solutions Company,Highmark Health,4,2016,MA PD
H5141,Local CCP,CAREPOINT INSURANCE COMPANY,CLOVER HEALTH,IJKG Opco LLC,3,2016,MA PD
H5209,Local CCP,"CARE WISCONSIN HEALTH PLAN, INC.","Care Wisconsin Health Plan, Inc.","Care Wisconsin First, Inc.",4,2016,MA PD
H5211,Local CCP,"SECURITY HEALTH PLAN OF WISCONSIN, INC.","Security Health Plan of Wisconsin, Inc.","Marshfield Clinic Health System, Inc.",4.5,2016,MA PD
H5215,Local CCP,NETWORK HEALTH INSURANCE CORPORATION,Network Health Medicare Advantage Plans,"Ministry Health Care, Inc.",4.5,2016,MA PD
H5216,Local CCP,HUMANA INSURANCE COMPANY,Humana Insurance Company,Humana Inc.,4.5,2016,MA PD
H5253,Local CCP,"UNITEDHEALTHCARE OF WISCONSIN, INC.",UnitedHealthcare,"UnitedHealth Group, Inc.",4.5,2016,MA PD
H5262,Local CCP,GUNDERSEN HEALTH PLAN,"Gundersen Health Plan, Inc.",Gundersen Lutheran Health System Inc.,5,2016,MA PD
H5294,Local CCP,"SUPERIOR HEALTH PLAN, INC.",Superior HealthPlan,Centene Corporation,3,2016,MA PD
H5302,Local CCP,"AETNA HEALTH, INC. (GEORGIA)",Coventry Health Care,Aetna Inc.,3,2016,MA PD
H5322,Local CCP,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,UnitedHealthcare,"UnitedHealth Group, Inc.",4,2016,MA PD
H5410,Local CCP,HEALTHSPRING OF FLORIDA,"HealthSpring of Florida, Inc.",CIGNA,4.5,2016,MA PD
H5414,Local CCP,"AETNA HEALTH, INC. (FL)",Aetna Medicare,Aetna Inc.,3.5,2016,MA PD
H5415,Local CCP,"HUMANA HEALTH INSURANCE COMPANY OF FLORIDA, INC.","Humana Health Insurance Company of Florida, Inc.",Humana Inc.,4,2016,MA PD
H5420,Local CCP,"MEDICA HEALTHCARE PLANS, INC.","Medica HealthCare Plans, Inc.","UnitedHealth Group, Inc.",3.5,2016,MA PD
H5422,Local CCP,BLUE CROSS BLUE SHIELD HEALTHCARE PLAN OF GEORGIA,Blue Cross Blue Shield Healthcare Plan of Georgia,Anthem Inc.,3,2016,MA PD
H5425,Local CCP,SCAN HEALTH PLAN,SCAN Health Plan,SCAN Health Plan,4.5,2016,MA PD
H5427,Local CCP,"FREEDOM HEALTH, INC.","Freedom Health, Inc.","America's 1st Choice Holdings of Florida, LLC",4,2016,MA PD
H5428,Local CCP,SAN MATEO HEALTH COMMISSION,Health Plan of San Mateo,Health Plan of San Mateo,3.5,2016,MA PD
H5430,Local CCP,ONECARE BY CARE1ST HEALTH PLAN ARIZONA INC.,Care1st+,Care1st Health Plan,3.5,2016,MA PD
H5431,Local CCP,"HEALTHSUN HEALTH PLANS, INC.","HealthSun Health Plans, Inc.","HealthSun Health Plans, Inc",4.5,2016,MA PD
H5433,Local CCP,ORANGE COUNTY HEALTH AUTHORITY,OneCare,Orange County Health Authority,3.5,2016,MA PD
H5434,Local CCP,"BLUE CROSS AND BLUE SHIELD OF FLORIDA, INC.",Florida Blue,Guidewell Mutual Holding Corporation,3.5,2016,MA PD
H5435,PFFS,UNITEDHEALTHCARE INSURANCE COMPANY,UnitedHealthcare,"UnitedHealth Group, Inc.",3.5,2016,MA PD
H5439,Local CCP,HEALTH NET LIFE INSURANCE COMPANY,Health Net Life Insurance Company,"Health Net, Inc.",3.5,2016,MA PD
H5471,Local CCP,"SIMPLY HEALTHCARE PLANS, INC.","Simply Healthcare Plans, Inc.",Anthem Inc.,4,2016,MA PD
H5475,Local CCP,"MERIDIAN HEALTH PLAN OF MICHIGAN, INC.",Meridian Health Plan,"Caidan Enterprises, Inc.",3,2016,MA PD
H5508,Local CCP,"ADVANTAGE HEALTH SOLUTIONS, INC.","ADVANTAGE Health Solutions, Inc.",Advantage Health Solutions,3.5,2016,MA PD
H5520,Local CCP,HEALTH NET LIFE INSURANCE COMPANY,Health Net Life Insurance Company,"Health Net, Inc.",4,2016,MA PD
H5521,Local CCP,AETNA LIFE INSURANCE COMPANY,Aetna Medicare,Aetna Inc.,4.5,2016,MA PD
H5522,Local CCP,"HEALTHASSURANCE PENNSYLVANIA, INC.",HealthAmerica,Aetna Inc.,4,2016,MA PD
H5525,Local CCP,"HUMANA BENEFIT PLAN OF ILLINOIS, INC.","Humana Benefit Plan of Illinois, Inc.",Humana Inc.,4,2016,MA PD
H5526,Local CCP,HEALTHNOW NEW YORK INC.,BCBS of WNY/BS of NENY/HealthNow New York Inc.,HealthNow New York Inc.,4.5,2016,MA PD
H5528,Local CCP,GROUP HEALTH INCORPORATED,EmblemHealth Medicare PPO,"EmblemHealth, Inc.",3,2016,MA PD
H5530,Local CCP,"ANTHEM HEALTH PLANS OF KENTUCKY, INC.",Anthem Blue Cross and Blue Shield,Anthem Inc.,3.5,2016,MA PD
H5533,Local CCP,"UPMC HEALTH NETWORK, INC.",UPMC Health Plan,UPMC Health System,4,2016,MA PD
H5549,Local CCP,VNS CHOICE,VNSNY CHOICE Medicare,Visiting Nurse Service of New York,3,2016,MA PD
H5576,Local CCP,"VANTAGE HEALTH PLAN, INC.","Vantage Health Plan, Inc.","Vantage Holdings, Inc.",4,2016,MA PD
H5577,Local CCP,"MCS ADVANTAGE, INC.",MCS Classicare,"Medical Card System, Inc.",3.5,2016,MA PD
H5580,Local CCP,SOUTHWEST CATHOLIC HEALTH NETWORK CORPORATION,Mercy Care Advantage,Southwest Catholic Health Network,3,2016,MA PD
H5587,Local CCP,"HEALTH CHOICE ARIZONA, INC.",Health Choice Generations HMO SNP,IASIS Healthcare,3,2016,MA PD
